#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACAD8	EHHADH	9606.ENSP00000281182	9606.ENSP00000231887	0	0	0	0	0	0.091	0.915	0	0.919
ACAD8	ACADS	9606.ENSP00000281182	9606.ENSP00000242592	0	0	0	0.854	0	0.054	0.900	0	0.901
ACAD8	ECHS1	9606.ENSP00000281182	9606.ENSP00000357535	0	0	0	0	0	0.091	0.918	0	0.922
ACADS	EHHADH	9606.ENSP00000242592	9606.ENSP00000231887	0	0	0	0	0	0.091	0.940	0	0.943
ACADS	ALDH3A2	9606.ENSP00000242592	9606.ENSP00000345774	0	0	0	0	0	0	0.829	0	0.829
ACADS	ALDH9A1	9606.ENSP00000242592	9606.ENSP00000346827	0	0	0	0	0	0	0.829	0	0.829
ACADS	GCDH	9606.ENSP00000242592	9606.ENSP00000466845	0	0	0	0.756	0	0	0.900	0	0.900
ACADS	ACSM1	9606.ENSP00000242592	9606.ENSP00000301956	0	0	0	0	0	0	0.915	0	0.915
ACADS	ACSM2B	9606.ENSP00000242592	9606.ENSP00000327453	0	0	0	0	0	0	0.915	0	0.915
ACADS	ACSS2	9606.ENSP00000242592	9606.ENSP00000253382	0	0	0	0	0	0	0.915	0	0.915
ACADS	PCCB	9606.ENSP00000242592	9606.ENSP00000419027	0	0	0	0	0	0	0.923	0	0.923
ACADS	ACAT1	9606.ENSP00000242592	9606.ENSP00000265838	0	0	0	0	0	0.051	0.918	0	0.919
ACADS	ECHS1	9606.ENSP00000242592	9606.ENSP00000357535	0	0	0	0	0	0.099	0.948	0	0.951
ACADVL	EHHADH	9606.ENSP00000438689	9606.ENSP00000231887	0	0	0	0	0	0.114	0.915	0	0.921
ACADVL	ECHS1	9606.ENSP00000438689	9606.ENSP00000357535	0	0	0	0	0	0.095	0.915	0	0.919
ACAT1	OXCT1	9606.ENSP00000265838	9606.ENSP00000196371	0	0	0	0	0	0	0.932	0	0.932
ACAT1	EHHADH	9606.ENSP00000265838	9606.ENSP00000231887	0	0	0	0	0	0.296	0.918	0	0.939
ACAT1	ACSS2	9606.ENSP00000265838	9606.ENSP00000253382	0	0	0	0	0	0	0.918	0	0.918
ACAT1	SUCLG2	9606.ENSP00000265838	9606.ENSP00000419325	0	0	0	0	0	0	0.819	0	0.819
ACAT1	SUCLA2	9606.ENSP00000265838	9606.ENSP00000494360	0	0	0	0	0	0	0.819	0	0.819
ACAT1	SUCLG1	9606.ENSP00000265838	9606.ENSP00000377446	0	0	0	0	0	0.066	0.800	0	0.805
ACAT1	HMGCL	9606.ENSP00000265838	9606.ENSP00000363614	0	0	0	0	0	0	0.900	0	0.900
ACAT1	CS	9606.ENSP00000265838	9606.ENSP00000342056	0	0	0	0	0	0.187	0.927	0	0.938
ACSL1	PPT1	9606.ENSP00000422607	9606.ENSP00000493153	0	0	0	0	0	0	0.800	0	0.800
ACSL1	LPL	9606.ENSP00000422607	9606.ENSP00000497642	0	0	0	0	0	0	0.800	0	0.800
ACSL3	PPT1	9606.ENSP00000350012	9606.ENSP00000493153	0	0	0	0	0	0	0.800	0	0.800
ACSL3	LPL	9606.ENSP00000350012	9606.ENSP00000497642	0	0	0	0	0	0	0.800	0	0.800
ACSS2	PCK2	9606.ENSP00000253382	9606.ENSP00000216780	0	0	0	0	0	0	0.800	0	0.800
ACSS2	EHHADH	9606.ENSP00000253382	9606.ENSP00000231887	0	0	0	0	0	0	0.830	0	0.830
ACSS2	SUCLG2	9606.ENSP00000253382	9606.ENSP00000419325	0	0	0	0	0	0	0.800	0	0.800
ACSS2	PDHA2	9606.ENSP00000253382	9606.ENSP00000295266	0	0	0	0	0	0	0.800	0	0.800
ACSS2	SUCLA2	9606.ENSP00000253382	9606.ENSP00000494360	0	0	0	0	0	0	0.800	0	0.800
ACSS2	SUCLG1	9606.ENSP00000253382	9606.ENSP00000377446	0	0	0	0	0	0	0.800	0	0.800
ACSS2	PDHB	9606.ENSP00000253382	9606.ENSP00000307241	0	0	0	0	0	0	0.800	0	0.800
ACSS2	PCK1	9606.ENSP00000253382	9606.ENSP00000319814	0	0	0	0	0	0	0.800	0	0.800
ACSS2	PC	9606.ENSP00000253382	9606.ENSP00000498994	0	0	0	0	0	0	0.800	0	0.800
ACSS2	PCCB	9606.ENSP00000253382	9606.ENSP00000419027	0	0	0	0	0	0	0.907	0	0.907
ACSS2	ALDH9A1	9606.ENSP00000253382	9606.ENSP00000346827	0	0	0	0	0	0.060	0.915	0	0.916
ACSS2	ALDH3B1	9606.ENSP00000253382	9606.ENSP00000473990	0	0	0	0	0	0.051	0.915	0	0.915
ACSS2	ALDH3A2	9606.ENSP00000253382	9606.ENSP00000345774	0	0	0	0	0	0.051	0.915	0	0.915
ACSS2	CS	9606.ENSP00000253382	9606.ENSP00000342056	0	0	0	0	0	0.070	0.934	0	0.936
ACTC1	MYBPC3	9606.ENSP00000290378	9606.ENSP00000442795	0	0	0	0	0	0.945	0	0	0.945
ACTC1	MYH7	9606.ENSP00000290378	9606.ENSP00000347507	0	0	0	0	0	0.922	0.900	0	0.991
ACVR2B	INHBB	9606.ENSP00000340361	9606.ENSP00000295228	0	0	0	0	0	0.642	0.900	0	0.962
ACVR2B	INHBC	9606.ENSP00000340361	9606.ENSP00000308716	0	0	0	0	0	0.126	0.900	0	0.908
ADCY1	NUDT2	9606.ENSP00000297323	9606.ENSP00000368452	0	0	0	0	0	0	0.900	0	0.900
ADCY1	CALML3	9606.ENSP00000297323	9606.ENSP00000315299	0	0	0	0	0	0.046	0.900	0	0.900
ADSL	PCK2	9606.ENSP00000485525	9606.ENSP00000216780	0	0	0	0	0	0	0.800	0	0.800
ADSL	IDH3G	9606.ENSP00000485525	9606.ENSP00000217901	0	0	0	0	0	0	0.800	0	0.800
ADSL	HPRT1	9606.ENSP00000485525	9606.ENSP00000298556	0	0	0	0	0	0	0.792	0	0.792
ADSL	ASL	9606.ENSP00000485525	9606.ENSP00000307188	0	0	0	0	0	0	0.900	0	0.900
ADSL	PCK1	9606.ENSP00000485525	9606.ENSP00000319814	0	0	0	0	0	0	0.800	0	0.800
ADSL	MDH2	9606.ENSP00000485525	9606.ENSP00000327070	0	0	0	0	0	0.091	0.855	0	0.863
ADSL	CS	9606.ENSP00000485525	9606.ENSP00000342056	0	0	0	0	0	0	0.800	0	0.800
ADSL	PDE4D	9606.ENSP00000485525	9606.ENSP00000345502	0	0	0	0	0	0	0.900	0	0.900
ADSL	PDE7A	9606.ENSP00000485525	9606.ENSP00000385632	0	0	0	0	0	0	0.900	0	0.900
ADSL	OGDH	9606.ENSP00000485525	9606.ENSP00000388183	0	0	0	0	0	0.071	0.800	0	0.806
ADSL	PC	9606.ENSP00000485525	9606.ENSP00000498994	0	0	0	0	0	0	0.800	0	0.800
AGL	PYGM	9606.ENSP00000294724	9606.ENSP00000164139	0	0	0	0	0	0	0.965	0	0.965
AGL	GYG1	9606.ENSP00000294724	9606.ENSP00000340736	0	0	0	0	0	0	0.750	0	0.750
AGL	UGP2	9606.ENSP00000294724	9606.ENSP00000338703	0	0	0	0	0	0	0.900	0	0.900
AGL	GBE1	9606.ENSP00000294724	9606.ENSP00000410833	0	0	0	0	0	0	0.900	0	0.900
AGPAT1	GPAM	9606.ENSP00000378877	9606.ENSP00000265276	0	0	0	0	0	0	0.714	0	0.714
AGPAT1	AGPAT3	9606.ENSP00000378877	9606.ENSP00000291572	0	0	0	0	0	0	0.900	0	0.900
AGPAT1	GPD1	9606.ENSP00000378877	9606.ENSP00000301149	0	0	0	0	0	0	0.844	0	0.844
AGPAT1	GPD2	9606.ENSP00000378877	9606.ENSP00000308610	0	0	0	0	0	0	0.800	0	0.800
AGPAT1	AGPAT4	9606.ENSP00000378877	9606.ENSP00000314036	0	0	0	0	0	0	0.900	0	0.900
AGPAT1	GPAT2	9606.ENSP00000378877	9606.ENSP00000389395	0	0	0	0	0	0	0.714	0	0.714
AGPAT3	GPAM	9606.ENSP00000291572	9606.ENSP00000265276	0	0	0	0	0	0	0.714	0	0.714
AGPAT3	GPAT2	9606.ENSP00000291572	9606.ENSP00000389395	0	0	0	0	0	0	0.714	0	0.714
AGPAT3	GPD2	9606.ENSP00000291572	9606.ENSP00000308610	0	0	0	0	0	0	0.800	0	0.800
AGPAT3	GPD1	9606.ENSP00000291572	9606.ENSP00000301149	0	0	0	0	0	0	0.844	0	0.844
AGPAT3	AGPAT4	9606.ENSP00000291572	9606.ENSP00000314036	0	0	0	0.966	0	0	0.900	0	0.900
AGPAT4	GPAM	9606.ENSP00000314036	9606.ENSP00000265276	0	0	0	0	0	0	0.714	0	0.714
AGPAT4	GPD1	9606.ENSP00000314036	9606.ENSP00000301149	0	0	0	0	0	0	0.844	0	0.844
AGPAT4	GPD2	9606.ENSP00000314036	9606.ENSP00000308610	0	0	0	0	0	0	0.800	0	0.800
AGPAT4	GPAT2	9606.ENSP00000314036	9606.ENSP00000389395	0	0	0	0	0	0	0.714	0	0.714
AHCYL1	SDS	9606.ENSP00000358814	9606.ENSP00000257549	0	0	0	0	0	0	0.800	0	0.800
AHCYL1	BHMT	9606.ENSP00000358814	9606.ENSP00000274353	0	0	0	0	0	0	0.937	0	0.937
AHCYL1	AHCYL2	9606.ENSP00000358814	9606.ENSP00000315931	0	0	0	0.984	0	0.651	0.900	0	0.963
AHCYL1	MTR	9606.ENSP00000358814	9606.ENSP00000355536	0	0	0	0	0	0	0.937	0	0.937
AHCYL1	CBS	9606.ENSP00000358814	9606.ENSP00000381231	0	0	0	0	0	0.070	0.942	0	0.944
AHCYL2	SDS	9606.ENSP00000315931	9606.ENSP00000257549	0	0	0	0	0	0	0.800	0	0.800
AHCYL2	BHMT	9606.ENSP00000315931	9606.ENSP00000274353	0	0	0	0	0	0	0.937	0	0.937
AHCYL2	MTR	9606.ENSP00000315931	9606.ENSP00000355536	0	0	0	0	0	0	0.937	0	0.937
AHCYL2	CBS	9606.ENSP00000315931	9606.ENSP00000381231	0	0	0	0	0	0.070	0.942	0	0.944
AKT3	RPS6KB1	9606.ENSP00000500582	9606.ENSP00000225577	0	0	0	0.852	0	0.095	0.900	0	0.905
AKT3	TBC1D4	9606.ENSP00000500582	9606.ENSP00000366863	0	0	0	0	0	0	0.900	0	0.900
AKT3	PIK3R5	9606.ENSP00000500582	9606.ENSP00000392812	0	0	0	0	0	0	0.900	0	0.900
AKT3	PPP2CA	9606.ENSP00000500582	9606.ENSP00000418447	0	0	0	0	0	0.330	0.650	0	0.755
ALDH18A1	GLUD1	9606.ENSP00000360268	9606.ENSP00000277865	0	0	0	0	0	0	0.963	0	0.963
ALDH18A1	GLS2	9606.ENSP00000360268	9606.ENSP00000310447	0	0	0	0	0	0	0.962	0	0.962
ALDH18A1	OAT	9606.ENSP00000360268	9606.ENSP00000357838	0	0	0	0	0	0.291	0.983	0	0.987
ALDH18A1	ALDH4A1	9606.ENSP00000360268	9606.ENSP00000364490	0	0	0	0	0	0	0.925	0	0.925
ALDH1L1	AMT	9606.ENSP00000273450	9606.ENSP00000273588	0	0	0	0	0	0	0.900	0	0.900
ALDH1L1	DHFR	9606.ENSP00000273450	9606.ENSP00000396308	0	0	0	0	0	0	0.900	0	0.900
ALDH1L1	MTR	9606.ENSP00000273450	9606.ENSP00000355536	0	0	0	0	0	0.092	0.900	0	0.905
ALDH1L1	SHMT1	9606.ENSP00000273450	9606.ENSP00000318868	0	0	0	0	0	0	0.921	0	0.921
ALDH3A2	EHHADH	9606.ENSP00000345774	9606.ENSP00000231887	0	0	0	0	0	0.045	0.914	0	0.915
ALDH3A2	GLUD1	9606.ENSP00000345774	9606.ENSP00000277865	0	0	0	0	0	0.078	0.815	0	0.822
ALDH3A2	GADL1	9606.ENSP00000345774	9606.ENSP00000282538	0	0	0	0	0	0.047	0.914	0	0.914
ALDH3A2	GLS2	9606.ENSP00000345774	9606.ENSP00000310447	0	0	0	0	0	0	0.800	0	0.800
ALDH3A2	UPB1	9606.ENSP00000345774	9606.ENSP00000324343	0	0	0	0	0	0.074	0.900	0	0.903
ALDH3A2	PCCB	9606.ENSP00000345774	9606.ENSP00000419027	0	0	0	0	0	0	0.800	0	0.800
ALDH3A2	ALDH4A1	9606.ENSP00000345774	9606.ENSP00000364490	0	0	0	0.568	0	0	0.800	0	0.800
ALDH3B1	GADL1	9606.ENSP00000473990	9606.ENSP00000282538	0	0	0	0	0	0.047	0.914	0	0.914
ALDH3B1	UPB1	9606.ENSP00000473990	9606.ENSP00000324343	0	0	0	0	0	0.074	0.900	0	0.903
ALDH4A1	DLD	9606.ENSP00000364490	9606.ENSP00000205402	0	0	0	0	0	0	0.826	0	0.826
ALDH4A1	GGT1	9606.ENSP00000364490	9606.ENSP00000248923	0	0	0	0	0	0	0.800	0	0.800
ALDH4A1	L2HGDH	9606.ENSP00000364490	9606.ENSP00000267436	0	0	0	0	0	0	0.800	0	0.800
ALDH4A1	AMT	9606.ENSP00000364490	9606.ENSP00000273588	0	0	0	0	0	0	0.800	0	0.800
ALDH4A1	GLUD1	9606.ENSP00000364490	9606.ENSP00000277865	0	0	0	0	0	0.078	0.912	0	0.916
ALDH4A1	GLS2	9606.ENSP00000364490	9606.ENSP00000310447	0	0	0	0	0	0	0.900	0	0.900
ALDH4A1	ALDH9A1	9606.ENSP00000364490	9606.ENSP00000346827	0	0	0	0.666	0	0	0.800	0	0.800
ALDH4A1	OAT	9606.ENSP00000364490	9606.ENSP00000357838	0	0	0	0	0	0	0.925	0	0.925
ALDH4A1	GOT1	9606.ENSP00000364490	9606.ENSP00000359539	0	0	0	0	0	0.244	0.912	0	0.931
ALDH9A1	EHHADH	9606.ENSP00000346827	9606.ENSP00000231887	0	0	0	0	0	0.045	0.914	0	0.915
ALDH9A1	GLUD1	9606.ENSP00000346827	9606.ENSP00000277865	0	0	0	0	0	0.091	0.815	0	0.824
ALDH9A1	GADL1	9606.ENSP00000346827	9606.ENSP00000282538	0	0	0	0	0	0.047	0.914	0	0.914
ALDH9A1	GLS2	9606.ENSP00000346827	9606.ENSP00000310447	0	0	0	0	0	0	0.800	0	0.800
ALDH9A1	UPB1	9606.ENSP00000346827	9606.ENSP00000324343	0	0	0	0	0	0.074	0.900	0	0.903
ALDH9A1	PCCB	9606.ENSP00000346827	9606.ENSP00000419027	0	0	0	0	0	0	0.800	0	0.800
AMT	DLD	9606.ENSP00000273588	9606.ENSP00000205402	0	0	0	0	0	0.091	0.979	0	0.980
AMT	GLUD1	9606.ENSP00000273588	9606.ENSP00000277865	0	0	0	0	0	0	0.800	0	0.800
AMT	GLS2	9606.ENSP00000273588	9606.ENSP00000310447	0	0	0	0	0	0	0.800	0	0.800
AMT	DHFR	9606.ENSP00000273588	9606.ENSP00000396308	0	0	0	0	0	0	0.938	0	0.938
AMT	MTR	9606.ENSP00000273588	9606.ENSP00000355536	0	0	0	0	0	0	0.932	0	0.932
AMT	SHMT1	9606.ENSP00000273588	9606.ENSP00000318868	0	0	0	0	0	0.126	0.938	0	0.944
ANGPTL3	ANGPTL4	9606.ENSP00000360170	9606.ENSP00000301455	0	0	0	0.802	0	0	0.900	0	0.900
ANGPTL3	LPL	9606.ENSP00000360170	9606.ENSP00000497642	0	0	0	0	0	0.236	0.900	0	0.920
ANGPTL4	GPIHBP1	9606.ENSP00000301455	9606.ENSP00000480053	0	0	0	0	0	0	0.750	0	0.750
ANGPTL4	LPL	9606.ENSP00000301455	9606.ENSP00000497642	0	0	0	0	0	0.236	0.900	0	0.920
APOA1	CETP	9606.ENSP00000236850	9606.ENSP00000200676	0	0	0	0	0	0	0.720	0	0.720
APOA1	APOC3	9606.ENSP00000236850	9606.ENSP00000227667	0	0	0	0	0	0.077	0.800	0	0.807
APOA1	APOB	9606.ENSP00000236850	9606.ENSP00000233242	0	0	0	0	0	0.603	0.800	0	0.917
APOA1	DBI	9606.ENSP00000236850	9606.ENSP00000486361	0	0	0	0	0	0	0.720	0	0.720
APOA1	HDLBP	9606.ENSP00000236850	9606.ENSP00000375836	0	0	0	0	0	0	0.700	0	0.700
APOA1	APOC4	9606.ENSP00000236850	9606.ENSP00000468236	0	0	0	0	0	0	0.720	0	0.720
APOA1	CD36	9606.ENSP00000236850	9606.ENSP00000415743	0	0	0	0	0	0	0.700	0	0.700
APOA1	PLA2G7	9606.ENSP00000236850	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0	0.720
APOA1	APOA5	9606.ENSP00000236850	9606.ENSP00000445002	0	0	0	0.615	0	0	0.720	0	0.720
APOA1	LPA	9606.ENSP00000236850	9606.ENSP00000321334	0	0	0	0	0	0	0.720	0	0.720
APOA1	APOC2	9606.ENSP00000236850	9606.ENSP00000466775	0	0	0	0	0	0.241	0.800	0	0.841
APOA1	SCARB1	9606.ENSP00000236850	9606.ENSP00000261693	0	0	0	0	0	0.292	0.700	0	0.778
APOA5	CETP	9606.ENSP00000445002	9606.ENSP00000200676	0	0	0	0	0	0	0.720	0	0.720
APOA5	APOC3	9606.ENSP00000445002	9606.ENSP00000227667	0	0	0	0	0	0	0.720	0	0.720
APOA5	APOB	9606.ENSP00000445002	9606.ENSP00000233242	0	0	0	0	0	0	0.720	0	0.720
APOA5	PLA2G7	9606.ENSP00000445002	9606.ENSP00000274793	0	0	0	0	0	0	0.900	0	0.900
APOA5	LPA	9606.ENSP00000445002	9606.ENSP00000321334	0	0	0	0	0	0.107	0.720	0	0.739
APOA5	DBI	9606.ENSP00000445002	9606.ENSP00000486361	0	0	0	0	0	0	0.900	0	0.900
APOA5	APOC4	9606.ENSP00000445002	9606.ENSP00000468236	0	0	0	0	0	0	0.720	0	0.720
APOA5	LPL	9606.ENSP00000445002	9606.ENSP00000497642	0	0	0	0	0	0.405	0.540	0	0.714
APOA5	APOC2	9606.ENSP00000445002	9606.ENSP00000466775	0	0	0	0	0	0	0.720	0	0.720
APOB	CETP	9606.ENSP00000233242	9606.ENSP00000200676	0	0	0	0	0	0	0.750	0	0.750
APOB	APOC3	9606.ENSP00000233242	9606.ENSP00000227667	0	0	0	0	0	0	0.720	0	0.720
APOB	DBI	9606.ENSP00000233242	9606.ENSP00000486361	0	0	0	0	0	0	0.720	0	0.720
APOB	STAB1	9606.ENSP00000233242	9606.ENSP00000312946	0	0	0	0	0	0	0.700	0	0.700
APOB	LIPA	9606.ENSP00000233242	9606.ENSP00000337354	0	0	0	0	0	0	0.750	0	0.750
APOB	APOC4	9606.ENSP00000233242	9606.ENSP00000468236	0	0	0	0	0	0	0.720	0	0.720
APOB	LDLRAP1	9606.ENSP00000233242	9606.ENSP00000363458	0	0	0	0	0	0	0.700	0	0.700
APOB	PLA2G7	9606.ENSP00000233242	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0	0.720
APOB	LDLR	9606.ENSP00000233242	9606.ENSP00000454071	0	0	0	0	0	0.422	0.900	0	0.939
APOB	CD36	9606.ENSP00000233242	9606.ENSP00000415743	0	0	0	0	0	0.292	0.700	0	0.778
APOB	APOC2	9606.ENSP00000233242	9606.ENSP00000466775	0	0	0	0	0	0.422	0.720	0	0.831
APOB	SCARB1	9606.ENSP00000233242	9606.ENSP00000261693	0	0	0	0	0	0	0.700	0	0.700
APOB	MTTP	9606.ENSP00000233242	9606.ENSP00000427679	0	0	0	0	0	0.622	0.750	0	0.901
APOB	LPA	9606.ENSP00000233242	9606.ENSP00000321334	0	0	0	0	0	0.063	0.720	0	0.726
APOC2	CETP	9606.ENSP00000466775	9606.ENSP00000200676	0	0	0	0	0	0	0.720	0	0.720
APOC2	APOC3	9606.ENSP00000466775	9606.ENSP00000227667	0	0	0	0	0	0	0.900	0	0.900
APOC2	PLA2G7	9606.ENSP00000466775	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0	0.720
APOC2	LPA	9606.ENSP00000466775	9606.ENSP00000321334	0	0	0	0	0	0	0.720	0	0.720
APOC2	DBI	9606.ENSP00000466775	9606.ENSP00000486361	0	0	0	0	0	0	0.720	0	0.720
APOC2	APOC4	9606.ENSP00000466775	9606.ENSP00000468236	0	0	0	0	0	0	0.720	0	0.720
APOC2	LPL	9606.ENSP00000466775	9606.ENSP00000497642	0	0	0	0	0	0	0.900	0	0.900
APOC3	CETP	9606.ENSP00000227667	9606.ENSP00000200676	0	0	0	0	0	0	0.720	0	0.720
APOC3	DBI	9606.ENSP00000227667	9606.ENSP00000486361	0	0	0	0	0	0	0.720	0	0.720
APOC3	PLA2G7	9606.ENSP00000227667	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0	0.720
APOC3	APOC4	9606.ENSP00000227667	9606.ENSP00000468236	0	0	0	0	0	0	0.720	0	0.720
APOC3	LPA	9606.ENSP00000227667	9606.ENSP00000321334	0	0	0	0	0	0	0.720	0	0.720
APOC4	CETP	9606.ENSP00000468236	9606.ENSP00000200676	0	0	0	0	0	0	0.720	0	0.720
APOC4	PLA2G7	9606.ENSP00000468236	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0	0.720
APOC4	LPA	9606.ENSP00000468236	9606.ENSP00000321334	0	0	0	0	0	0	0.720	0	0.720
APOC4	DBI	9606.ENSP00000468236	9606.ENSP00000486361	0	0	0	0	0	0	0.720	0	0.720
ARG2	OTC	9606.ENSP00000261783	9606.ENSP00000039007	0	0	0	0	0	0.094	0.965	0	0.967
ARG2	ASL	9606.ENSP00000261783	9606.ENSP00000307188	0	0	0	0	0	0	0.885	0	0.885
ARG2	OAT	9606.ENSP00000261783	9606.ENSP00000357838	0	0	0	0	0	0.067	0.977	0	0.977
ASL	PCK2	9606.ENSP00000307188	9606.ENSP00000216780	0	0	0	0	0	0	0.800	0	0.800
ASL	IDH3G	9606.ENSP00000307188	9606.ENSP00000217901	0	0	0	0	0	0	0.800	0	0.800
ASL	NAGS	9606.ENSP00000307188	9606.ENSP00000293404	0	0	0	0	0	0	0.792	0	0.792
ASL	PCK1	9606.ENSP00000307188	9606.ENSP00000319814	0	0	0	0	0	0	0.800	0	0.800
ASL	OGDH	9606.ENSP00000307188	9606.ENSP00000388183	0	0	0	0	0	0	0.800	0	0.800
ASL	SDHB	9606.ENSP00000307188	9606.ENSP00000364649	0	0	0	0	0	0	0.800	0	0.800
ASL	PC	9606.ENSP00000307188	9606.ENSP00000498994	0	0	0	0	0	0	0.800	0	0.800
ASL	CS	9606.ENSP00000307188	9606.ENSP00000342056	0	0	0	0	0	0	0.800	0	0.800
ASL	MDH2	9606.ENSP00000307188	9606.ENSP00000327070	0	0	0	0	0	0.094	0.800	0	0.811
ASL	OAT	9606.ENSP00000307188	9606.ENSP00000357838	0	0	0	0	0	0	0.787	0	0.787
ASL	ASS1	9606.ENSP00000307188	9606.ENSP00000361471	0	0	0	0	0	0	0.978	0	0.978
